main_category,level,parent_category,category_name
Fizyka,5,Europejscy fizycy XXI wieku,Albańscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XX wieku,Duńscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Czescy fizycy XX wieku
Fizyka,5,Europejscy fizycy XXI wieku,Białoruscy fizycy XXI wieku
Fizyka,5,Francuscy fizycy według wieku,Francuscy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XX wieku,Estońscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XXI wieku,Francuscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Holenderscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Estońscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Litewscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XX wieku,Holenderscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Francuscy fizycy XX wieku
Fizyka,5,Francuscy fizycy według wieku,Francuscy fizycy XVII wieku
Fizyka,5,Francuscy fizycy według wieku,Francuscy fizycy XVIII wieku
Fizyka,5,Niemieccy fizycy według wieku,Niemieccy fizycy XIX wieku
Fizyka,5,Francuscy fizycy według wieku,Francuscy fizycy XX wieku
Fizyka,5,Francuscy fizycy według wieku,Francuscy fizycy XXI wieku
Fizyka,5,Niemieccy fizycy według wieku,Niemieccy fizycy XX wieku
Fizyka,5,Niemieccy fizycy według wieku,Niemieccy fizycy XVII wieku
Fizyka,5,Niemieccy fizycy według wieku,Niemieccy fizycy XVIII wieku
Fizyka,5,Niemieccy fizycy według wieku,Niemieccy fizycy XXI wieku
Fizyka,5,Polscy fizycy według wieku,Polscy fizycy XXI wieku
Fizyka,5,Polscy fizycy według wieku,Polscy fizycy XVIII wieku
Fizyka,5,Polscy fizycy według wieku,Polscy fizycy XX wieku
Fizyka,5,Polscy fizycy według wieku,Polscy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Austriaccy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Belgijscy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Duńscy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Irlandzcy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Niemieccy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Holenderscy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Brytyjscy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Francuscy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Norwescy fizycy XIX wieku
Fizyka,5,Europejscy fizycy XIX wieku,Polscy fizycy XIX wieku
Fizyka,5,Brytyjscy fizycy doświadczalni,Angielscy fizycy doświadczalni
Fizyka,5,Mechanicy płynów,Archimedes
Fizyka,5,Brytyjscy fizycy teoretyczni,Angielscy fizycy teoretyczni
Fizyka,5,Brytyjscy fizycy XVIII wieku,Angielscy fizycy XVIII wieku
Fizyka,5,Azjatyccy fizycy XX wieku,Chińscy fizycy XX wieku
Fizyka,5,Azjatyccy fizycy XX wieku,Izraelscy fizycy XX wieku
Fizyka,5,Azjatyccy fizycy XX wieku,Indyjscy fizycy XX wieku
Fizyka,5,Azjatyccy fizycy XX wieku,Japońscy fizycy XX wieku
Fizyka,5,Azjatyccy fizycy XXI wieku,Izraelscy fizycy XXI wieku
Fizyka,5,Azjatyccy fizycy XXI wieku,Japońscy fizycy XXI wieku
Fizyka,5,Azjatyccy fizycy XXI wieku,Chińscy fizycy XXI wieku
Fizyka,5,Azjatyccy fizycy XXI wieku,Indyjscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XX wieku,Albańscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Austriaccy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Belgijscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Czescy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Brytyjscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Białoruscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Holenderscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Estońscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Duńscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XX wieku,Francuscy fizycy XX wieku
Fizyka,5,Europejscy fizycy XXI wieku,Albańscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Austriaccy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Białoruscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Belgijscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Duńscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Estońscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Francuscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Brytyjscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Holenderscy fizycy XXI wieku
Fizyka,5,Fizycy XXI wieku z Australii i Oceanii,Australijscy fizycy XXI wieku
Fizyka,5,Europejscy fizycy XXI wieku,Litewscy fizycy XXI wieku
Fizyka,5,Fizycy XX wieku z Australii i Oceanii,Nowozelandzcy fizycy XX wieku
Fizyka,5,Fizycy XX wieku z Australii i Oceanii,Australijscy fizycy XX wieku
Fizyka,5,Południowoamerykańscy fizycy XX wieku,Argentyńscy fizycy XX wieku
Fizyka,5,Południowoamerykańscy fizycy XX wieku,Brazylijscy fizycy XX wieku
Fizyka,5,Północnoamerykańscy fizycy XX wieku,Kanadyjscy fizycy XX wieku
Fizyka,5,Północnoamerykańscy fizycy XX wieku,Amerykańscy fizycy XX wieku
Informatyka,5,Silniki gier komputerowych,Silniki fizyki
Informatyka,5,Silniki gier komputerowych,Silniki graficzne
Informatyka,5,X Window System,GTK+
Matematyka,5,Wielomiany,Twierdzenia o wielomianach
Matematyka,5,Wielomiany,Rodzaje wielomianów
Matematyka,5,Wielomiany,Wielomiany ortogonalne
Matematyka,5,Algebra przemienna,Teoria modułów
Matematyka,5,Przestrzenie liniowo-topologiczne,Przestrzenie Banacha
Matematyka,5,Algebra topologiczna,Algebry Banacha
Matematyka,5,Algebra topologiczna,Grupy topologiczne
Matematyka,5,Algebra topologiczna,Przestrzenie liniowo-topologiczne
Matematyka,5,Algebra uniwersalna,Działania
Matematyka,5,Algebraicy abstrakcyjni,Teoretycy grup
Matematyka,5,Teoria ciał,Ciała skończone
Matematyka,5,Teoria ciał,Teoria Galois
Matematyka,5,Teoria grup,Teoretycy grup
Matematyka,5,Teoria grup,Twierdzenia teorii grup
Matematyka,5,Teoria grup,Grupy topologiczne
Matematyka,5,Teoria grup,Podgrupy funkcyjne
Matematyka,5,Teoria grup,Teoria grup abelowych
Matematyka,5,Ciągi,Granice
Matematyka,5,Ciągi,Ciągi funkcyjne
Matematyka,5,Ciągi,Szeregi
Matematyka,5,Analiza funkcjonalna,Algebry Banacha
Matematyka,5,Analiza funkcjonalna,Analiza spektralna
Matematyka,5,Analiza funkcjonalna,Przestrzenie liniowo-topologiczne
Matematyka,5,Analiza funkcjonalna,Przestrzenie Hilberta
Matematyka,5,Analiza funkcjonalna,Falki
Matematyka,5,Analiza funkcjonalna,Twierdzenia – analiza funkcjonalna
Matematyka,5,Analiza funkcjonalna,Przestrzenie Banacha
Matematyka,5,Analiza harmoniczna,Transformaty
Matematyka,5,Analiza harmoniczna,Funkcje harmoniczne
Matematyka,5,Analiza harmoniczna,Falki
Matematyka,5,Działania,Działania dwuargumentowe
Matematyka,5,Analiza harmoniczna,Grupy topologiczne
Matematyka,5,Analiza harmoniczna,Wielomiany ortogonalne
Matematyka,5,Analiza zespolona,Formy modularne
Matematyka,5,Rachunek różniczkowy i całkowy,Całki
Matematyka,5,Analiza zespolona,Twierdzenia – analiza zespolona
Matematyka,5,Analiza zespolona,Liczby zespolone
Matematyka,5,Algebraicy abstrakcyjni,Teoretycy grup
Matematyka,5,Analiza zespolona,Funkcje specjalne
Matematyka,5,Analiza zespolona,Funkcje harmoniczne
Matematyka,5,Rachunek różniczkowy i całkowy,Geometria różniczkowa
Matematyka,5,Rachunek różniczkowy i całkowy,Pochodne
Matematyka,5,Równania różniczkowe,Równania całkowe
Matematyka,5,Równania różniczkowe,Równania różniczkowe cząstkowe
Matematyka,5,Równania różniczkowe,Równania różniczkowe zwyczajne
Matematyka,5,Teoria miary,Miary (teoria miary)
Matematyka,5,Teoria miary,Miary wektorowe
Matematyka,5,Teoria miary,Twierdzenia teorii miary
Matematyka,5,Teoria miary,Rozkłady prawdopodobieństwa
Matematyka,5,Teoria układów dynamicznych,Modele układów dynamicznych
Matematyka,5,Algorytmy w teorii liczb,Algorytmy faktoryzacji
Matematyka,5,Algorytmy w teorii liczb,Testy pierwszości
Matematyka,5,Algorytmy kompresji,Algorytmy kompresji stratnej
Matematyka,5,Algorytmy kryptograficzne,Algorytmy faktoryzacji
Matematyka,5,Algorytmy kryptograficzne,Funkcje skrótu
Matematyka,5,Algorytmy kryptograficzne,Szyfry
Matematyka,5,Algorytmy kryptograficzne,Testy pierwszości
Matematyka,5,Algorytmy numeryczne,Metody iteracyjne
Matematyka,5,Działania dwuargumentowe,Własności działań
Matematyka,5,Funkcje matematyczne,Ciągi
Matematyka,5,Funkcje matematyczne,Funkcje boolowskie
Matematyka,5,Funkcje matematyczne,Działania
Matematyka,5,Funkcje matematyczne,Funkcje specjalne
Matematyka,5,Funkcje matematyczne,Ciągi funkcyjne
Matematyka,5,Porządki,Teoria krat
Matematyka,5,Funkcje matematyczne,Funkcje ciągłe
Matematyka,5,Funkcje matematyczne,Funkcje harmoniczne
Matematyka,5,Funkcje matematyczne,Odwzorowania kartograficzne
Matematyka,5,Funkcje matematyczne,Przekształcenia geometryczne
Matematyka,5,Funkcje matematyczne,Q-analogi
Matematyka,5,Równania w fizyce,Równania w mechanice kwantowej
Matematyka,5,Twierdzenia – analiza funkcjonalna,Twierdzenia – przestrzenie Hilberta
Matematyka,5,Twierdzenia – analiza funkcjonalna,Twierdzenia – przestrzenie Banacha
Psychologia,5,Sztuczna inteligencja,Automatyczne dowodzenie twierdzeń
Psychologia,5,Sztuczna inteligencja,Algorytmy ewolucyjne
Psychologia,5,Sztuczna inteligencja,Roboty
Psychologia,5,Sztuczna inteligencja,Logika rozmyta
Psychologia,5,Sztuczna inteligencja,Transhumanizm
Psychologia,5,Sztuczna inteligencja,Robotyka
Psychologia,5,Sztuczna inteligencja,Rozpoznawanie wzorców
Psychologia,5,Gry logiczne,Komputerowe gry logiczne
Psychologia,5,Sztuczna inteligencja,Sieci neuronowe
Psychologia,5,Gry logiczne,Rozrywki umysłowe
Psychologia,5,Gry logiczne,Układanki
Matematyka,5,Liczby naturalne,Liczby pierwsze
Matematyka,5,Systemy informacyjne,Systemy Informacji Geograficznej
Matematyka,5,Roboty,Roboty medyczne
Matematyka,5,Roboty,Roboty zoomorficzne
Matematyka,5,Systemy informacyjne,Systemy informatyczne
Matematyka,5,Roboty,Roboty w fantastyce
Matematyka,5,Roboty,Roboty wojskowe
Matematyka,5,Roboty,Zawody robotów
Matematyka,5,Kody,Geokodowanie
Matematyka,5,Kody,Kody i oznaczenia NATO
Matematyka,5,Kody,Kody kreskowe
Matematyka,5,Kody,Kody pocztowe
Matematyka,5,Kody,Kody liniowe
Matematyka,5,Geometria euklidesowa,Geometria analityczna
Matematyka,5,Geometria euklidesowa,Geometria rzutowa
Matematyka,5,Geometria euklidesowa,Konstrukcje klasyczne
Matematyka,5,Geometria euklidesowa,Stereometria
Matematyka,5,Geometria euklidesowa,Geometria wykreślna
Matematyka,5,Geometria euklidesowa,Planimetria
Matematyka,5,Geometria euklidesowa,Teoria incydencji
Matematyka,5,Geometria fraktalna,L-systemy
Matematyka,5,Geometria euklidesowa,Twierdzenia – geometria euklidesowa
Matematyka,5,Geometria euklidesowa,Trygonometria
Matematyka,5,Geometria metryczna,Geometria riemannowska
Matematyka,5,Metody numeryczne,Aproksymacja
Matematyka,5,Metody numeryczne,Algorytmy numeryczne
Matematyka,5,Metody numeryczne,Modelowanie numeryczne klimatu i pogody
Matematyka,5,Geometria nieeuklidesowa,Geometria afiniczna
Matematyka,5,Geometria nieeuklidesowa,Geometria różniczkowa
Matematyka,5,Geometria nieeuklidesowa,Geometria sferyczna
Matematyka,5,Geometria nieeuklidesowa,Geometria hiperboliczna
Matematyka,5,Metody numeryczne,Metody optymalizacji
Matematyka,5,Procesy stochastyczne,Szum
Matematyka,5,Przetwarzanie sygnałów,Cyfrowe przetwarzanie sygnałów
Matematyka,5,Przetwarzanie sygnałów,Analiza harmoniczna
Matematyka,5,Przetwarzanie sygnałów,Filtry
Matematyka,5,Przetwarzanie sygnałów,Szum
Matematyka,5,Teoria decyzji,Badania operacyjne
Matematyka,5,Teoria decyzji,Metody optymalizacji
Matematyka,5,Teoria decyzji,Ordynacje wyborcze
Matematyka,5,Teoria układów dynamicznych,Modele układów dynamicznych
Matematyka,5,Bryły,Wielościany
Matematyka,5,Bryły,Elipsoidy
Matematyka,5,Krzywe,Obiekty określone dla krzywych
Matematyka,5,Krzywe,Rodzaje krzywych
Matematyka,5,Krzywe,Parametry krzywych
Matematyka,5,Krzywe,Krzywe ekonomiczne
Matematyka,5,Wielokąty,Rodzaje wielokątów
Matematyka,5,Wielokąty,Twierdzenia o wielokątach
Matematyka,5,Powierzchnie,Elipsoidy
Matematyka,5,Automatyczne dowodzenie twierdzeń,Rachunek lambda
Matematyka,5,Krionika,Ludzie poddani krioprezerwacji
Matematyka,5,Krionika,Krionicy
Matematyka,5,Języki komputerowe,Języki programowania
Matematyka,5,Języki komputerowe,Języki opisu sprzętu
Matematyka,5,Języki komputerowe,Języki arkuszy stylów
Matematyka,5,Języki komputerowe,Języki zapytań
Matematyka,5,Języki komputerowe,Języki znaczników
Matematyka,5,Teoria automatów,Technologia cyfrowa
Matematyka,5,Teoria automatów,Automaty komórkowe
Matematyka,5,Funkcje matematyczne,Funkcje boolowskie
Matematyka,5,Funkcje matematyczne,Działania
Matematyka,5,Funkcje matematyczne,Ciągi funkcyjne
Matematyka,5,Funkcje matematyczne,Ciągi
Matematyka,5,Funkcje matematyczne,Funkcje specjalne
Matematyka,5,Funkcje matematyczne,Funkcje ciągłe
Matematyka,5,Funkcje matematyczne,Funkcje harmoniczne
Matematyka,5,Funkcje matematyczne,Przekształcenia geometryczne
Matematyka,5,Funkcje matematyczne,Odwzorowania kartograficzne
Matematyka,5,Porządki,Teoria krat
Matematyka,5,Funkcje matematyczne,Q-analogi
Chemia,5,Alchemicy według narodowości,Chińscy alchemicy
Chemia,5,Alchemicy według narodowości,Angielscy alchemicy
Chemia,5,Alchemicy według narodowości,Polscy alchemicy
Chemia,5,Alchemicy według narodowości,Francuscy alchemicy
Chemia,5,Alchemicy według narodowości,Niemieccy alchemicy
Matematyka,5,Algorytmy kryptograficzne,Testy pierwszości
Matematyka,5,Algorytmy kryptograficzne,Funkcje skrótu
Matematyka,5,Algorytmy kryptograficzne,Szyfry
Matematyka,5,Algorytmy kryptograficzne,Algorytmy faktoryzacji
Matematyka,5,Blockchain,Kryptowaluta
Matematyka,5,Instytucje kryptologiczne,Urzędy certyfikacji
Matematyka,5,Analiza ekonomiczna,Analiza fundamentalna
Matematyka,5,Analiza ekonomiczna,Analiza techniczna
Matematyka,5,Kryptolodzy,Amerykańscy kryptolodzy
Matematyka,5,Kryptolodzy,Brytyjscy kryptolodzy
Matematyka,5,Kryptografia klucza publicznego,Podpis elektroniczny
Matematyka,5,Kryptolodzy,Polscy kryptolodzy
Matematyka,5,Kryptografia klucza publicznego,Infrastruktura klucza publicznego
Matematyka,5,Analiza szeregów czasowych,Procesy stochastyczne
Matematyka,5,Analiza szeregów czasowych,Miary szeregów czasowych
Matematyka,5,Wskaźniki ekonomiczne,Indeksy giełdowe
Matematyka,5,Wskaźniki ekonomiczne,Wskaźniki finansowe
Matematyka,5,Wskaźniki ekonomiczne,Wskaźniki makroekonomiczne
Matematyka,5,Matematyka finansowa,Wskaźniki finansowe
Matematyka,5,Rachunek różniczkowy i całkowy,Geometria różniczkowa
Matematyka,5,Rachunek różniczkowy i całkowy,Całki
Matematyka,5,Rachunek różniczkowy i całkowy,Pochodne
Matematyka,5,Procesy stochastyczne,Szum
Matematyka,5,Teoria gier,Teoria aukcji
Matematyka,5,Analiza wymiarowa,Jednostki naturalne
Matematyka,5,Teoria układów dynamicznych,Modele układów dynamicznych
Matematyka,5,Algorytmy w teorii liczb,Testy pierwszości
Matematyka,5,Algorytmy w teorii liczb,Algorytmy faktoryzacji
Matematyka,5,Liczby,Liczby kardynalne
Matematyka,5,Liczby,Liczby naturalne
Matematyka,5,Liczby,Liczby porządkowe
Matematyka,5,Liczby,Nazwy liczb
Matematyka,5,Liczby,Liczby zespolone
Matematyka,5,Liczby pierwsze,Algorytmy faktoryzacji
Matematyka,5,Liczby pierwsze,Testy pierwszości
Matematyka,5,Twierdzenia teorii liczb,Lematy teorii liczb
Matematyka,5,Automatyczne dowodzenie twierdzeń,Rachunek lambda
Matematyka,5,Języki formalne,Języki komputerowe
Matematyka,5,Języki formalne,Parsery
Matematyka,5,Języki formalne,Teoria automatów
Matematyka,5,Rekurencja,Indukcja matematyczna
Matematyka,5,Teoria automatów,Automaty komórkowe
Matematyka,5,Teoria automatów,Technologia cyfrowa
Matematyka,5,Twierdzenia teorii liczb,Lematy teorii liczb
Matematyka,5,Rachunek błędów,Miary błędu
Matematyka,5,Rachunek błędów,Miary zróżnicowania rozkładu
Informatyka,5,Roboty w fantastyce,Filmy o robotach
Informatyka,5,Roboty wojskowe,Future Combat Systems
Informatyka,5,Roboty wojskowe,Bezzałogowe statki powietrzne
Informatyka,5,Zawody robotów,RoboCup
Informatyka,5,Systemy Informacji Geograficznej,INSPIRE
Informatyka,5,Systemy Informacji Geograficznej,Wirtualne globusy
Informatyka,5,Systemy informatyczne,Systemy operacyjne
Informatyka,5,Systemy informatyczne,Systemy wbudowane
Informatyka,5,Geokodowanie,Kody pocztowe
Informatyka,5,Geokodowanie,ISO 3166
Informatyka,5,Geokodowanie,Tablice rejestracyjne
Informatyka,5,Algorytmy numeryczne,Metody iteracyjne
Informatyka,5,Aproksymacja,Interpolacja
Informatyka,5,Metody optymalizacji,Programowanie liniowe
Informatyka,5,Analiza harmoniczna,Falki
Informatyka,5,Analiza harmoniczna,Funkcje harmoniczne
Informatyka,5,Analiza harmoniczna,Grupy topologiczne
Informatyka,5,Analiza harmoniczna,Transformaty
Informatyka,5,Analiza harmoniczna,Wielomiany ortogonalne
Informatyka,5,Cyfrowe przetwarzanie sygnałów,Edytory audio
Informatyka,5,Cyfrowe przetwarzanie sygnałów,Procesy stochastyczne
Informatyka,5,Cyfrowe przetwarzanie sygnałów,Falki
Informatyka,5,Cyfrowe przetwarzanie sygnałów,Cyfrowe przetwarzanie obrazów
Informatyka,5,Badania operacyjne,Programowanie liniowe
Informatyka,5,Metody optymalizacji,Programowanie liniowe
Informatyka,5,Ordynacje wyborcze,Twierdzenia teorii głosowań
Matematyka,5,Algebraicy abstrakcyjni,Teoretycy grup
Matematyka,5,Logicy według narodowości,Amerykańscy logicy
Matematyka,5,Logicy według narodowości,Brytyjscy logicy
Matematyka,5,Logicy według narodowości,Azerscy logicy
Matematyka,5,Logicy według narodowości,Logicy starożytnej Grecji
Matematyka,5,Logicy według narodowości,Niemieccy logicy
Matematyka,5,Logicy według narodowości,Francuscy logicy
Matematyka,5,Logicy według narodowości,Polscy logicy
Matematyka,5,Brytyjscy matematycy,Angielscy matematycy
Matematyka,5,Brytyjscy matematycy,Brytyjscy kryptolodzy
Psychologia,5,Psychoanalitycy według narodowości,Amerykańscy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Brytyjscy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Austriaccy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Rosyjscy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Polscy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Niemieccy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Francuscy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Szwajcarscy psychoanalitycy
Psychologia,5,Psychoanalitycy według narodowości,Węgierscy psychoanalitycy
Matematyka,5,Wielomiany,Rodzaje wielomianów
Matematyka,5,Wielomiany,Wielomiany ortogonalne
Matematyka,5,Wielomiany,Twierdzenia o wielomianach
Matematyka,5,Algebra przemienna,Teoria modułów
Matematyka,5,Algebraicy abstrakcyjni,Teoretycy grup
Matematyka,5,Algebra topologiczna,Algebry Banacha
Matematyka,5,Algebra topologiczna,Grupy topologiczne
Matematyka,5,Algebra topologiczna,Przestrzenie liniowo-topologiczne
Matematyka,5,Algebra uniwersalna,Działania
Matematyka,5,Przestrzenie liniowo-topologiczne,Przestrzenie Banacha
Matematyka,5,Algebraicy abstrakcyjni,Teoretycy grup
Matematyka,5,Teoria ciał,Ciała skończone
Matematyka,5,Teoria ciał,Teoria Galois
Matematyka,5,Teoria grup,Teoretycy grup
Matematyka,5,Teoria grup,Twierdzenia teorii grup
Matematyka,5,Teoria grup,Podgrupy funkcyjne
Matematyka,5,Teoria grup,Teoria grup abelowych
Matematyka,5,Teoria grup,Grupy topologiczne
Matematyka,5,Działania dwuargumentowe,Własności działań
Matematyka,5,Funkcje matematyczne,Funkcje boolowskie
Matematyka,5,Funkcje matematyczne,Ciągi
Matematyka,5,Funkcje matematyczne,Funkcje ciągłe
Matematyka,5,Funkcje matematyczne,Ciągi funkcyjne
Matematyka,5,Funkcje matematyczne,Funkcje harmoniczne
Matematyka,5,Funkcje matematyczne,Działania
Matematyka,5,Funkcje matematyczne,Funkcje specjalne
Matematyka,5,Funkcje matematyczne,Odwzorowania kartograficzne
Matematyka,5,Funkcje matematyczne,Przekształcenia geometryczne
Matematyka,5,Funkcje matematyczne,Q-analogi
Matematyka,5,Algorytmy w teorii liczb,Testy pierwszości
Matematyka,5,Algorytmy w teorii liczb,Algorytmy faktoryzacji
Matematyka,5,Porządki,Teoria krat
Matematyka,5,Równania w fizyce,Równania w mechanice kwantowej
Matematyka,5,Algorytmy kompresji,Algorytmy kompresji stratnej
Matematyka,5,Algorytmy kryptograficzne,Algorytmy faktoryzacji
Matematyka,5,Algorytmy kryptograficzne,Funkcje skrótu
Matematyka,5,Algorytmy numeryczne,Metody iteracyjne
Matematyka,5,Algorytmy kryptograficzne,Szyfry
Matematyka,5,Algorytmy kryptograficzne,Testy pierwszości
Matematyka,5,Analiza harmoniczna,Falki
Matematyka,5,Analiza harmoniczna,Funkcje harmoniczne
Matematyka,5,Analiza harmoniczna,Transformaty
Matematyka,5,Analiza harmoniczna,Wielomiany ortogonalne
Matematyka,5,Analiza harmoniczna,Grupy topologiczne
Matematyka,5,Analiza funkcjonalna,Przestrzenie Hilberta
Matematyka,5,Analiza funkcjonalna,Przestrzenie Banacha
Matematyka,5,Analiza funkcjonalna,Algebry Banacha
Matematyka,5,Analiza funkcjonalna,Analiza spektralna
Matematyka,5,Analiza funkcjonalna,Falki
Matematyka,5,Analiza funkcjonalna,Twierdzenia – analiza funkcjonalna
Matematyka,5,Analiza funkcjonalna,Przestrzenie liniowo-topologiczne
Matematyka,5,Analiza zespolona,Funkcje harmoniczne
Matematyka,5,Analiza zespolona,Funkcje specjalne
Matematyka,5,Analiza zespolona,Liczby zespolone
Matematyka,5,Analiza zespolona,Twierdzenia – analiza zespolona
Matematyka,5,Rachunek różniczkowy i całkowy,Całki
Matematyka,5,Rachunek różniczkowy i całkowy,Pochodne
Matematyka,5,Rachunek różniczkowy i całkowy,Geometria różniczkowa
Matematyka,5,Analiza zespolona,Formy modularne
Matematyka,5,Równania różniczkowe,Równania całkowe
Matematyka,5,Równania różniczkowe,Równania różniczkowe cząstkowe
Matematyka,5,Równania różniczkowe,Równania różniczkowe zwyczajne
Matematyka,5,Teoria miary,Miary (teoria miary)
Matematyka,5,Teoria miary,Twierdzenia teorii miary
Matematyka,5,Teoria miary,Rozkłady prawdopodobieństwa
Matematyka,5,Teoria miary,Miary wektorowe
Matematyka,5,Teoria układów dynamicznych,Modele układów dynamicznych
Matematyka,5,Ciągi,Ciągi funkcyjne
Matematyka,5,Ciągi,Granice
Matematyka,5,Ciągi,Szeregi
Matematyka,5,Działania,Działania dwuargumentowe
Matematyka,5,Liczby naturalne,Liczby pierwsze
Matematyka,5,Twierdzenia – analiza funkcjonalna,Twierdzenia – przestrzenie Hilberta
Matematyka,5,Twierdzenia – analiza funkcjonalna,Twierdzenia – przestrzenie Banacha
Matematyka,5,Geometria fraktalna,L-systemy
Matematyka,5,Geometria euklidesowa,Geometria analityczna
Matematyka,5,Geometria euklidesowa,Geometria wykreślna
Matematyka,5,Geometria euklidesowa,Konstrukcje klasyczne
Matematyka,5,Geometria euklidesowa,Geometria rzutowa
Matematyka,5,Geometria euklidesowa,Teoria incydencji
Matematyka,5,Geometria euklidesowa,Stereometria
Matematyka,5,Geometria euklidesowa,Planimetria
Matematyka,5,Geometria euklidesowa,Trygonometria
Matematyka,5,Geometria euklidesowa,Twierdzenia – geometria euklidesowa
Matematyka,5,Geometria metryczna,Geometria riemannowska
Matematyka,5,Geometria nieeuklidesowa,Geometria hiperboliczna
Matematyka,5,Geometria nieeuklidesowa,Geometria afiniczna
Matematyka,5,Geometria nieeuklidesowa,Geometria różniczkowa
Matematyka,5,Geometria nieeuklidesowa,Geometria sferyczna
Matematyka,5,Bryły,Wielościany
Matematyka,5,Bryły,Elipsoidy
Matematyka,5,Krzywe,Parametry krzywych
Matematyka,5,Krzywe,Obiekty określone dla krzywych
Matematyka,5,Powierzchnie,Elipsoidy
Matematyka,5,Krzywe,Krzywe ekonomiczne
Matematyka,5,Krzywe,Rodzaje krzywych
Matematyka,5,Wielokąty,Rodzaje wielokątów
Matematyka,5,Wielokąty,Twierdzenia o wielokątach
Matematyka,5,Roboty,Roboty medyczne
Matematyka,5,Roboty,Roboty w fantastyce
Matematyka,5,Roboty,Roboty zoomorficzne
Matematyka,5,Roboty,Zawody robotów
Matematyka,5,Roboty,Roboty wojskowe
Matematyka,5,Metody numeryczne,Algorytmy numeryczne
Matematyka,5,Metody numeryczne,Metody optymalizacji
Matematyka,5,Metody numeryczne,Modelowanie numeryczne klimatu i pogody
Matematyka,5,Metody numeryczne,Aproksymacja
Matematyka,5,Systemy informacyjne,Systemy informatyczne
Matematyka,5,Systemy informacyjne,Systemy Informacji Geograficznej
Matematyka,5,Procesy stochastyczne,Szum
Matematyka,5,Przetwarzanie sygnałów,Analiza harmoniczna
Matematyka,5,Przetwarzanie sygnałów,Cyfrowe przetwarzanie sygnałów
Matematyka,5,Przetwarzanie sygnałów,Szum
Matematyka,5,Przetwarzanie sygnałów,Filtry
Matematyka,5,Teoria decyzji,Metody optymalizacji
Matematyka,5,Teoria decyzji,Badania operacyjne
Matematyka,5,Teoria decyzji,Ordynacje wyborcze
Matematyka,5,Kody,Kody i oznaczenia NATO
Matematyka,5,Kody,Kody pocztowe
Matematyka,5,Kody,Geokodowanie
Matematyka,5,Kody,Kody liniowe
Matematyka,5,Kody,Kody kreskowe
Matematyka,5,Teoria układów dynamicznych,Modele układów dynamicznych
Matematyka,5,Automatyczne dowodzenie twierdzeń,Rachunek lambda
Matematyka,5,Krionika,Krionicy
Matematyka,5,Krionika,Ludzie poddani krioprezerwacji
